"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"Michigan"	"26"	489	9946889	4.9
	"2008"	"2008"	"Minnesota"	"27"	71	5247018	1.4
	"2008"	"2008"	"Mississippi"	"28"	245	2947806	8.3
	"2008"	"2008"	"Missouri"	"29"	360	5923916	6.1
	"2008"	"2008"	"Montana"	"30"	16	976415	Unreliable
	"2008"	"2008"	"Nebraska"	"31"	49	1796378	2.7
	"2008"	"2008"	"Nevada"	"32"	100	2653630	3.8
	"2008"	"2008"	"New Jersey"	"34"	244	8711090	2.8
	"2008"	"2008"	"New Mexico"	"35"	86	2010662	4.3
	"2008"	"2008"	"New York"	"36"	508	19212436	2.6
	"2008"	"2008"	"North Carolina"	"37"	467	9309449	5.0
	"2008"	"2008"	"Ohio"	"39"	402	11515391	3.5
	"2008"	"2008"	"Oklahoma"	"40"	147	3668976	4.0
	"2008"	"2008"	"Oregon"	"41"	49	3768748	1.3
	"2008"	"2008"	"Pennsylvania"	"42"	524	12612285	4.2
	"2008"	"2008"	"Rhode Island"	"44"	19	1055003	Unreliable
	"2008"	"2008"	"South Carolina"	"45"	249	4528996	5.5
	"2008"	"2008"	"South Dakota"	"46"	10	799124	Unreliable
	"2008"	"2008"	"Tennessee"	"47"	336	6247411	5.4
	"2008"	"2008"	"Texas"	"48"	1006	24309039	4.1
	"2008"	"2008"	"Utah"	"49"	24	2663029	0.9
	"2008"	"2008"	"Virginia"	"51"	251	7833496	3.2
	"2008"	"2008"	"Washington"	"53"	127	6562231	1.9
	"2008"	"2008"	"West Virginia"	"54"	37	1840310	2.0
	"2008"	"2008"	"Wisconsin"	"55"	81	5640996	1.4
	"2009"	"2009"	"Alabama"	"01"	317	4757938	6.7
	"2009"	"2009"	"Alaska"	"02"	17	698895	Unreliable
	"2009"	"2009"	"Arizona"	"04"	228	6343154	3.6
	"2009"	"2009"	"Arkansas"	"05"	157	2896843	5.4
	"2009"	"2009"	"California"	"06"	1460	36961229	4.0
	"2009"	"2009"	"Colorado"	"08"	108	4972195	2.2
	"2009"	"2009"	"Connecticut"	"09"	78	3561807	2.2
	"2009"	"2009"	"Delaware"	"10"	36	891730	4.0
	"2009"	"2009"	"District of Columbia"	"11"	104	592228	17.6
	"2009"	"2009"	"Florida"	"12"	804	18652644	4.3
	"2009"	"2009"	"Georgia"	"13"	456	9620846	4.7
	"2009"	"2009"	"Hawaii"	"15"	10	1346717	Unreliable
	"2009"	"2009"	"Idaho"	"16"	10	1554439	Unreliable
	"2009"	"2009"	"Illinois"	"17"	628	12796778	4.9
	"2009"	"2009"	"Indiana"	"18"	245	6459325	3.8
	"2009"	"2009"	"Iowa"	"19"	19	3032870	Unreliable
	"2009"	"2009"	"Kansas"	"20"	92	2832704	3.2
	"2009"	"2009"	"Kentucky"	"21"	133	4317074	3.1
	"2009"	"2009"	"Louisiana"	"22"	449	4491648	10.0
	"2009"	"2009"	"Maine"	"23"	15	1329590	Unreliable
	"2009"	"2009"	"Maryland"	"24"	316	5730388	5.5
	"2009"	"2009"	"Massachusetts"	"25"	110	6517613	1.7
	"2009"	"2009"	"Michigan"	"26"	495	9901591	5.0
	"2009"	"2009"	"Minnesota"	"27"	46	5281203	0.9
	"2009"	"2009"	"Mississippi"	"28"	197	2958774	6.7
	"2009"	"2009"	"Missouri"	"29"	319	5961088	5.4
	"2009"	"2009"	"Montana"	"30"	21	983982	2.1
	"2009"	"2009"	"Nebraska"	"31"	31	1812683	1.7
	"2009"	"2009"	"Nevada"	"32"	97	2684665	3.6
	"2009"	"2009"	"New Jersey"	"34"	229	8755602	2.6
	"2009"	"2009"	"New Mexico"	"35"	92	2036802	4.5
	"2009"	"2009"	"New York"	"36"	505	19307066	2.6
	"2009"	"2009"	"North Carolina"	"37"	407	9449566	4.3
	"2009"	"2009"	"Ohio"	"39"	366	11528896	3.2
	"2009"	"2009"	"Oklahoma"	"40"	148	3717572	4.0
	"2009"	"2009"	"Oregon"	"41"	55	3808600	1.4
	"2009"	"2009"	"Pennsylvania"	"42"	483	12666858	3.8
	"2009"	"2009"	"Rhode Island"	"44"	14	1053646	Unreliable
	"2009"	"2009"	"South Carolina"	"45"	235	4589872	5.1
	"2009"	"2009"	"South Dakota"	"46"	10	807067	Unreliable
	"2009"	"2009"	"Tennessee"	"47"	347	6306019	5.5
	"2009"	"2009"	"Texas"	"48"	1003	24801761	4.0
	"2009"	"2009"	"Utah"	"49"	30	2723421	1.1
	"2009"	"2009"	"Virginia"	"51"	272	7925937	3.4
	"2009"	"2009"	"Washington"	"53"	118	6667426	1.8
	"2009"	"2009"	"West Virginia"	"54"	57	1847775	3.1
	"2009"	"2009"	"Wisconsin"	"55"	103	5669264	1.8
	"2009"	"2009"	"Wyoming"	"56"	10	559851	Unreliable
	"2010"	"2010"	"Alabama"	"01"	283	4779736	5.9
	"2010"	"2010"	"Alaska"	"02"	30	710231	4.2
	"2010"	"2010"	"Arizona"	"04"	271	6392017	4.2
	"2010"	"2010"	"Arkansas"	"05"	132	2915918	4.5
	"2010"	"2010"	"California"	"06"	1342	37253956	3.6
	"2010"	"2010"	"Colorado"	"08"	97	5029196	1.9
	"2010"	"2010"	"Connecticut"	"09"	98	3574097	2.7
	"2010"	"2010"	"Delaware"	"10"	45	897934	5.0
	"2010"	"2010"	"District of Columbia"	"11"	84	601723	14.0
	"2010"	"2010"	"Florida"	"12"	767	18801310	4.1
	"2010"	"2010"	"Georgia"	"13"	443	9687653	4.6
	"2010"	"2010"	"Idaho"	"16"	12	1567582	Unreliable
	"2010"	"2010"	"Illinois"	"17"	577	12830632	4.5
	"2010"	"2010"	"Indiana"	"18"	223	6483802	3.4
	"2010"	"2010"	"Iowa"	"19"	34	3046355	1.1
	"2010"	"2010"	"Kansas"	"20"	68	2853118	2.4
	"2010"	"2010"	"Kentucky"	"21"	125	4339367	2.9
	"2010"	"2010"	"Louisiana"	"22"	432	4533372	9.5
	"2010"	"2010"	"Maine"	"23"	13	1328361	Unreliable
	"2010"	"2010"	"Maryland"	"24"	306	5773552	5.3
	"2010"	"2010"	"Massachusetts"	"25"	126	6547629	1.9
	"2010"	"2010"	"Michigan"	"26"	440	9883640	4.5
	"2010"	"2010"	"Minnesota"	"27"	65	5303925	1.2
	"2010"	"2010"	"Mississippi"	"28"	205	2967297	6.9
	"2010"	"2010"	"Missouri"	"29"	335	5988927	5.6
	"2010"	"2010"	"Montana"	"30"	17	989415	Unreliable
	"2010"	"2010"	"Nebraska"	"31"	41	1826341	2.2
	"2010"	"2010"	"Nevada"	"32"	90	2700551	3.3
	"2010"	"2010"	"New Jersey"	"34"	260	8791894	3.0
	"2010"	"2010"	"New Mexico"	"35"	76	2059179	3.7
	"2010"	"2010"	"New York"	"36"	527	19378102	2.7
	"2010"	"2010"	"North Carolina"	"37"	376	9535483	3.9
	"2010"	"2010"	"Ohio"	"39"	396	11536504	3.4
	"2010"	"2010"	"Oklahoma"	"40"	131	3751351	3.5
	"2010"	"2010"	"Oregon"	"41"	60	3831074	1.6
	"2010"	"2010"	"Pennsylvania"	"42"	501	12702379	3.9
	"2010"	"2010"	"Rhode Island"	"44"	17	1052567	Unreliable
	"2010"	"2010"	"South Carolina"	"45"	229	4625364	5.0
	"2010"	"2010"	"Tennessee"	"47"	293	6346105	4.6
	"2010"	"2010"	"Texas"	"48"	913	25145561	3.6
	"2010"	"2010"	"Utah"	"49"	27	2763885	1.0
	"2010"	"2010"	"Virginia"	"51"	271	8001024	3.4
	"2010"	"2010"	"Washington"	"53"	114	6724540	1.7
	"2010"	"2010"	"West Virginia"	"54"	47	1852994	2.5
	"2010"	"2010"	"Wisconsin"	"55"	106	5686986	1.9
	"2011"	"2011"	"Alabama"	"01"	292	4802740	6.1
	"2011"	"2011"	"Alaska"	"02"	19	722718	Unreliable
	"2011"	"2011"	"Arizona"	"04"	259	6482505	4.0
	"2011"	"2011"	"Arkansas"	"05"	145	2937979	4.9
	"2011"	"2011"	"California"	"06"	1314	37691912	3.5
	"2011"	"2011"	"Colorado"	"08"	101	5116796	2.0
	"2011"	"2011"	"Connecticut"	"09"	96	3580709	2.7
	"2011"	"2011"	"Delaware"	"10"	31	907135	3.4
	"2011"	"2011"	"District of Columbia"	"11"	77	617996	12.5
	"2011"	"2011"	"Florida"	"12"	817	19057542	4.3
	"2011"	"2011"	"Georgia"	"13"	439	9815210	4.5
	"2011"	"2011"	"Idaho"	"16"	16	1584985	Unreliable
	"2011"	"2011"	"Illinois"	"17"	610	12869257	4.7
	"2011"	"2011"	"Indiana"	"18"	202	6516922	3.1
	"2011"	"2011"	"Iowa"	"19"	31	3062309	1.0
	"2011"	"2011"	"Kansas"	"20"	81	2871238	2.8
	"2011"	"2011"	"Kentucky"	"21"	133	4369356	3.0
	"2011"	"2011"	"Louisiana"	"22"	431	4574836	9.4
	"2011"	"2011"	"Maine"	"23"	15	1328188	Unreliable
	"2011"	"2011"	"Maryland"	"24"	276	5828289	4.7
	"2011"	"2011"	"Massachusetts"	"25"	128	6587536	1.9
	"2011"	"2011"	"Michigan"	"26"	511	9876187	5.2
	"2011"	"2011"	"Minnesota"	"27"	59	5344861	1.1
	"2011"	"2011"	"Mississippi"	"28"	221	2978512	7.4
	"2011"	"2011"	"Missouri"	"29"	303	6010688	5.0
	"2011"	"2011"	"Montana"	"30"	11	998199	Unreliable
	"2011"	"2011"	"Nebraska"	"31"	41	1842641	2.2
	"2011"	"2011"	"Nevada"	"32"	84	2723322	3.1
	"2011"	"2011"	"New Hampshire"	"33"	10	1318194	Unreliable
	"2011"	"2011"	"New Jersey"	"34"	288	8821155	3.3
	"2011"	"2011"	"New Mexico"	"35"	73	2082224	3.5
	"2011"	"2011"	"New York"	"36"	466	19465197	2.4
	"2011"	"2011"	"North Carolina"	"37"	380	9656401	3.9
	"2011"	"2011"	"Ohio"	"39"	453	11544951	3.9
	"2011"	"2011"	"Oklahoma"	"40"	166	3791508	4.4
	"2011"	"2011"	"Oregon"	"41"	62	3871859	1.6
	"2011"	"2011"	"Pennsylvania"	"42"	512	12742886	4.0
	"2011"	"2011"	"Rhode Island"	"44"	12	1051302	Unreliable
	"2011"	"2011"	"South Carolina"	"45"	253	4679230	5.4
	"2011"	"2011"	"Tennessee"	"47"	309	6403353	4.8
	"2011"	"2011"	"Texas"	"48"	812	25674681	3.2
	"2011"	"2011"	"Utah"	"49"	27	2817222	1.0
	"2011"	"2011"	"Virginia"	"51"	231	8096604	2.9
	"2011"	"2011"	"Washington"	"53"	88	6830038	1.3
	"2011"	"2011"	"West Virginia"	"54"	61	1855364	3.3
	"2011"	"2011"	"Wisconsin"	"55"	86	5711767	1.5
	"2011"	"2011"	"Wyoming"	"56"	12	568158	Unreliable
	"2012"	"2012"	"Alabama"	"01"	306	4822023	6.3
	"2012"	"2012"	"Alaska"	"02"	17	731449	Unreliable
	"2012"	"2012"	"Arizona"	"04"	254	6553255	3.9
	"2012"	"2012"	"Arkansas"	"05"	166	2949131	5.6
	"2012"	"2012"	"California"	"06"	1362	38041430	3.6
	"2012"	"2012"	"Colorado"	"08"	115	5187582	2.2
	"2012"	"2012"	"Connecticut"	"09"	114	3590347	3.2
	"2012"	"2012"	"Delaware"	"10"	46	917092	5.0
	"2012"	"2012"	"District of Columbia"	"11"	55	632323	8.7
	"2012"	"2012"	"Florida"	"12"	862	19317568	4.5
	"2012"	"2012"	"Georgia"	"13"	481	9919945	4.8
	"2012"	"2012"	"Idaho"	"16"	18	1595728	Unreliable
	"2012"	"2012"	"Illinois"	"17"	645	12875255	5.0
	"2012"	"2012"	"Indiana"	"18"	251	6537334	3.8
	"2012"	"2012"	"Iowa"	"19"	33	3074186	1.1
	"2012"	"2012"	"Kansas"	"20"	67	2885905	2.3
	"2012"	"2012"	"Kentucky"	"21"	159	4380415	3.6
	"2012"	"2012"	"Louisiana"	"22"	428	4601893	9.3
	"2012"	"2012"	"Maine"	"23"	15	1329192	Unreliable
	"2012"	"2012"	"Maryland"	"24"	294	5884563	5.0
	"2012"	"2012"	"Massachusetts"	"25"	73	6646144	1.1
	"2012"	"2012"	"Michigan"	"26"	579	9883360	5.9
	"2012"	"2012"	"Minnesota"	"27"	61	5379139	1.1
	"2012"	"2012"	"Mississippi"	"28"	216	2984926	7.2
	"2012"	"2012"	"Missouri"	"29"	311	6021988	5.2
	"2012"	"2012"	"Montana"	"30"	10	1005141	Unreliable
	"2012"	"2012"	"Nebraska"	"31"	46	1855525	2.5
	"2012"	"2012"	"Nevada"	"32"	77	2758931	2.8
	"2012"	"2012"	"New Hampshire"	"33"	13	1320718	Unreliable
	"2012"	"2012"	"New Jersey"	"34"	276	8864590	3.1
	"2012"	"2012"	"New Mexico"	"35"	80	2085538	3.8
	"2012"	"2012"	"New York"	"36"	436	19570261	2.2
	"2012"	"2012"	"North Carolina"	"37"	422	9752073	4.3
	"2012"	"2012"	"Ohio"	"39"	437	11544225	3.8
	"2012"	"2012"	"Oklahoma"	"40"	188	3814820	4.9
	"2012"	"2012"	"Oregon"	"41"	53	3899353	1.4
	"2012"	"2012"	"Pennsylvania"	"42"	547	12763536	4.3
	"2012"	"2012"	"Rhode Island"	"44"	15	1050292	Unreliable
	"2012"	"2012"	"South Carolina"	"45"	273	4723723	5.8
	"2012"	"2012"	"Tennessee"	"47"	327	6456243	5.1
	"2012"	"2012"	"Texas"	"48"	894	26059203	3.4
	"2012"	"2012"	"Utah"	"49"	28	2855287	1.0
	"2012"	"2012"	"Virginia"	"51"	224	8185867	2.7
	"2012"	"2012"	"Washington"	"53"	127	6897012	1.8
	"2012"	"2012"	"West Virginia"	"54"	66	1855413	3.6
	"2012"	"2012"	"Wisconsin"	"55"	126	5726398	2.2
	"2013"	"2013"	"Alabama"	"01"	317	4833722	6.6
	"2013"	"2013"	"Alaska"	"02"	19	735132	Unreliable
	"2013"	"2013"	"Arizona"	"04"	251	6626624	3.8
	"2013"	"2013"	"Arkansas"	"05"	152	2959373	5.1
	"2013"	"2013"	"California"	"06"	1312	38332521	3.4
	"2013"	"2013"	"Colorado"	"08"	106	5268367	2.0
	"2013"	"2013"	"Connecticut"	"09"	66	3596080	1.8
	"2013"	"2013"	"Delaware"	"10"	38	925749	4.1
	"2013"	"2013"	"District of Columbia"	"11"	61	646449	9.4
	"2013"	"2013"	"Florida"	"12"	816	19552860	4.2
	"2013"	"2013"	"Georgia"	"13"	472	9992167	4.7
	"2013"	"2013"	"Idaho"	"16"	14	1612136	Unreliable
	"2013"	"2013"	"Illinois"	"17"	576	12882135	4.5
	"2013"	"2013"	"Indiana"	"18"	298	6570902	4.5
	"2013"	"2013"	"Iowa"	"19"	24	3090416	0.8
	"2013"	"2013"	"Kansas"	"20"	79	2893957	2.7
	"2013"	"2013"	"Kentucky"	"21"	138	4395295	3.1
	"2013"	"2013"	"Louisiana"	"22"	446	4625470	9.6
	"2013"	"2013"	"Maine"	"23"	13	1328302	Unreliable
	"2013"	"2013"	"Maryland"	"24"	299	5928814	5.0
	"2013"	"2013"	"Massachusetts"	"25"	84	6692824	1.3
	"2013"	"2013"	"Michigan"	"26"	493	9895622	5.0
	"2013"	"2013"	"Minnesota"	"27"	76	5420380	1.4
	"2013"	"2013"	"Mississippi"	"28"	215	2991207	7.2
	"2013"	"2013"	"Missouri"	"29"	293	6044171	4.8
	"2013"	"2013"	"Montana"	"30"	14	1015165	Unreliable
	"2013"	"2013"	"Nebraska"	"31"	51	1868516	2.7
	"2013"	"2013"	"Nevada"	"32"	88	2790136	3.2
	"2013"	"2013"	"New Jersey"	"34"	298	8899339	3.3
	"2013"	"2013"	"New Mexico"	"35"	82	2085287	3.9
	"2013"	"2013"	"New York"	"36"	380	19651127	1.9
	"2013"	"2013"	"North Carolina"	"37"	412	9848060	4.2
	"2013"	"2013"	"Ohio"	"39"	447	11570808	3.9
	"2013"	"2013"	"Oklahoma"	"40"	178	3850568	4.6
	"2013"	"2013"	"Oregon"	"41"	54	3930065	1.4
	"2013"	"2013"	"Pennsylvania"	"42"	486	12773801	3.8
	"2013"	"2013"	"Rhode Island"	"44"	18	1051511	Unreliable
	"2013"	"2013"	"South Carolina"	"45"	244	4774839	5.1
	"2013"	"2013"	"Tennessee"	"47"	309	6495978	4.8
	"2013"	"2013"	"Texas"	"48"	912	26448193	3.4
	"2013"	"2013"	"Utah"	"49"	33	2900872	1.1
	"2013"	"2013"	"Virginia"	"51"	233	8260405	2.8
	"2013"	"2013"	"Washington"	"53"	116	6971406	1.7
	"2013"	"2013"	"West Virginia"	"54"	43	1854304	2.3
	"2013"	"2013"	"Wisconsin"	"55"	115	5742713	2.0
	"2014"	"2014"	"Alabama"	"01"	292	4849377	6.0
	"2014"	"2014"	"Alaska"	"02"	21	736732	2.9
	"2014"	"2014"	"Arizona"	"04"	212	6731484	3.1
	"2014"	"2014"	"Arkansas"	"05"	161	2966369	5.4
	"2014"	"2014"	"California"	"06"	1233	38802500	3.2
	"2014"	"2014"	"Colorado"	"08"	102	5355866	1.9
	"2014"	"2014"	"Connecticut"	"09"	58	3596677	1.6
	"2014"	"2014"	"Delaware"	"10"	38	935614	4.1
	"2014"	"2014"	"District of Columbia"	"11"	67	658893	10.2
	"2014"	"2014"	"Florida"	"12"	818	19893297	4.1
	"2014"	"2014"	"Georgia"	"13"	506	10097343	5.0
	"2014"	"2014"	"Idaho"	"16"	21	1634464	1.3
	"2014"	"2014"	"Illinois"	"17"	614	12880580	4.8
	"2014"	"2014"	"Indiana"	"18"	259	6596855	3.9
	"2014"	"2014"	"Iowa"	"19"	36	3107126	1.2
	"2014"	"2014"	"Kansas"	"20"	73	2904021	2.5
	"2014"	"2014"	"Kentucky"	"21"	138	4413457	3.1
	"2014"	"2014"	"Louisiana"	"22"	421	4649676	9.1
	"2014"	"2014"	"Maine"	"23"	10	1330089	Unreliable
	"2014"	"2014"	"Maryland"	"24"	249	5976407	4.2
	"2014"	"2014"	"Massachusetts"	"25"	90	6745408	1.3
	"2014"	"2014"	"Michigan"	"26"	411	9909877	4.1
	"2014"	"2014"	"Minnesota"	"27"	59	5457173	1.1
	"2014"	"2014"	"Mississippi"	"28"	259	2994079	8.7
	"2014"	"2014"	"Missouri"	"29"	327	6063589	5.4
	"2014"	"2014"	"Montana"	"30"	14	1023579	Unreliable
	"2014"	"2014"	"Nebraska"	"31"	39	1881503	2.1
	"2014"	"2014"	"Nevada"	"32"	106	2839099	3.7
	"2014"	"2014"	"New Jersey"	"34"	265	8938175	3.0
	"2014"	"2014"	"New Mexico"	"35"	76	2085572	3.6
	"2014"	"2014"	"New York"	"36"	372	19746227	1.9
	"2014"	"2014"	"North Carolina"	"37"	391	9943964	3.9
	"2014"	"2014"	"Ohio"	"39"	422	11594163	3.6
	"2014"	"2014"	"Oklahoma"	"40"	157	3878051	4.0
	"2014"	"2014"	"Oregon"	"41"	53	3970239	1.3
	"2014"	"2014"	"Pennsylvania"	"42"	466	12787209	3.6
	"2014"	"2014"	"Rhode Island"	"44"	13	1055173	Unreliable
	"2014"	"2014"	"South Carolina"	"45"	266	4832482	5.5
	"2014"	"2014"	"Tennessee"	"47"	315	6549352	4.8
	"2014"	"2014"	"Texas"	"48"	965	26956958	3.6
	"2014"	"2014"	"Utah"	"49"	36	2942902	1.2
	"2014"	"2014"	"Virginia"	"51"	235	8326289	2.8
	"2014"	"2014"	"Washington"	"53"	120	7061530	1.7
	"2014"	"2014"	"West Virginia"	"54"	58	1850326	3.1
	"2014"	"2014"	"Wisconsin"	"55"	121	5757564	2.1
	"2015"	"2015"	"Alabama"	"01"	391	4858979	8.0
	"2015"	"2015"	"Alaska"	"02"	42	738432	5.7
	"2015"	"2015"	"Arizona"	"04"	236	6828065	3.5
	"2015"	"2015"	"Arkansas"	"05"	155	2978204	5.2
	"2015"	"2015"	"California"	"06"	1396	39144818	3.6
	"2015"	"2015"	"Colorado"	"08"	137	5456574	2.5
	"2015"	"2015"	"Connecticut"	"09"	80	3590886	2.2
	"2015"	"2015"	"Delaware"	"10"	53	945934	5.6
	"2015"	"2015"	"District of Columbia"	"11"	105	672228	15.6
	"2015"	"2015"	"Florida"	"12"	880	20271272	4.3
	"2015"	"2015"	"Georgia"	"13"	584	10214860	5.7
	"2015"	"2015"	"Idaho"	"16"	22	1654930	1.3
	"2015"	"2015"	"Illinois"	"17"	692	12859995	5.4
	"2015"	"2015"	"Indiana"	"18"	294	6619680	4.4
	"2015"	"2015"	"Iowa"	"19"	47	3123899	1.5
	"2015"	"2015"	"Kansas"	"20"	95	2911641	3.3
	"2015"	"2015"	"Kentucky"	"21"	174	4425092	3.9
	"2015"	"2015"	"Louisiana"	"22"	456	4670724	9.8
	"2015"	"2015"	"Maine"	"23"	14	1329328	Unreliable
	"2015"	"2015"	"Maryland"	"24"	445	6006401	7.4
	"2015"	"2015"	"Massachusetts"	"25"	86	6794422	1.3
	"2015"	"2015"	"Michigan"	"26"	436	9922576	4.4
	"2015"	"2015"	"Minnesota"	"27"	92	5489594	1.7
	"2015"	"2015"	"Mississippi"	"28"	264	2992333	8.8
	"2015"	"2015"	"Missouri"	"29"	459	6083672	7.5
	"2015"	"2015"	"Montana"	"30"	20	1032949	1.9
	"2015"	"2015"	"Nebraska"	"31"	50	1896190	2.6
	"2015"	"2015"	"Nevada"	"32"	128	2890845	4.4
	"2015"	"2015"	"New Hampshire"	"33"	12	1330608	Unreliable
	"2015"	"2015"	"New Jersey"	"34"	273	8958013	3.0
	"2015"	"2015"	"New Mexico"	"35"	91	2085109	4.4
	"2015"	"2015"	"New York"	"36"	408	19795791	2.1
	"2015"	"2015"	"North Carolina"	"37"	438	10042802	4.4
	"2015"	"2015"	"North Dakota"	"38"	11	756927	Unreliable
	"2015"	"2015"	"Ohio"	"39"	484	11613423	4.2
	"2015"	"2015"	"Oklahoma"	"40"	221	3911338	5.7
	"2015"	"2015"	"Oregon"	"41"	94	4028977	2.3
	"2015"	"2015"	"Pennsylvania"	"42"	522	12802503	4.1
	"2015"	"2015"	"Rhode Island"	"44"	10	1056298	Unreliable
	"2015"	"2015"	"South Carolina"	"45"	360	4896146	7.4
	"2015"	"2015"	"South Dakota"	"46"	15	858469	Unreliable
	"2015"	"2015"	"Tennessee"	"47"	363	6600299	5.5
	"2015"	"2015"	"Texas"	"48"	1110	27469114	4.0
	"2015"	"2015"	"Utah"	"49"	41	2995919	1.4
	"2015"	"2015"	"Vermont"	"50"	11	626042	Unreliable
	"2015"	"2015"	"Virginia"	"51"	276	8382993	3.3
	"2015"	"2015"	"Washington"	"53"	162	7170351	2.3
	"2015"	"2015"	"West Virginia"	"54"	50	1844128	2.7
	"2015"	"2015"	"Wisconsin"	"55"	175	5771337	3.0
	"2015"	"2015"	"Wyoming"	"56"	13	586107	Unreliable
	"2016"	"2016"	"Alabama"	"01"	454	4863300	9.3
	"2016"	"2016"	"Alaska"	"02"	45	741894	6.1
	"2016"	"2016"	"Arizona"	"04"	303	6931071	4.4
	"2016"	"2016"	"Arkansas"	"05"	182	2988248	6.1
	"2016"	"2016"	"California"	"06"	1467	39250017	3.7
	"2016"	"2016"	"Colorado"	"08"	161	5540545	2.9
	"2016"	"2016"	"Connecticut"	"09"	55	3576452	1.5
	"2016"	"2016"	"Delaware"	"10"	44	952065	4.6
	"2016"	"2016"	"District of Columbia"	"11"	98	681170	14.4
	"2016"	"2016"	"Florida"	"12"	992	20612439	4.8
	"2016"	"2016"	"Georgia"	"13"	653	10310371	6.3
	"2016"	"2016"	"Hawaii"	"15"	22	1428557	1.5
	"2016"	"2016"	"Idaho"	"16"	15	1683140	Unreliable
	"2016"	"2016"	"Illinois"	"17"	944	12801539	7.4
	"2016"	"2016"	"Indiana"	"18"	368	6633053	5.5
	"2016"	"2016"	"Iowa"	"19"	49	3134693	1.6
	"2016"	"2016"	"Kansas"	"20"	113	2907289	3.9
	"2016"	"2016"	"Kentucky"	"21"	234	4436974	5.3
	"2016"	"2016"	"Louisiana"	"22"	526	4681666	11.2
	"2016"	"2016"	"Maryland"	"24"	436	6016447	7.2
	"2016"	"2016"	"Massachusetts"	"25"	89	6811779	1.3
	"2016"	"2016"	"Michigan"	"26"	482	9928300	4.9
	"2016"	"2016"	"Minnesota"	"27"	83	5519952	1.5
	"2016"	"2016"	"Mississippi"	"28"	282	2988726	9.4
	"2016"	"2016"	"Missouri"	"29"	464	6093000	7.6
	"2016"	"2016"	"Montana"	"30"	18	1042520	Unreliable
	"2016"	"2016"	"Nebraska"	"31"	45	1907116	2.4
	"2016"	"2016"	"Nevada"	"32"	149	2940058	5.1
	"2016"	"2016"	"New Jersey"	"34"	297	8944469	3.3
	"2016"	"2016"	"New Mexico"	"35"	113	2081015	5.4
	"2016"	"2016"	"New York"	"36"	390	19745289	2.0
	"2016"	"2016"	"North Carolina"	"37"	558	10146788	5.5
	"2016"	"2016"	"North Dakota"	"38"	10	757952	Unreliable
	"2016"	"2016"	"Ohio"	"39"	557	11614373	4.8
	"2016"	"2016"	"Oklahoma"	"40"	238	3923561	6.1
	"2016"	"2016"	"Oregon"	"41"	78	4093465	1.9
	"2016"	"2016"	"Pennsylvania"	"42"	538	12784227	4.2
	"2016"	"2016"	"Rhode Island"	"44"	13	1056426	Unreliable
	"2016"	"2016"	"South Carolina"	"45"	335	4961119	6.8
	"2016"	"2016"	"South Dakota"	"46"	14	865454	Unreliable
	"2016"	"2016"	"Tennessee"	"47"	434	6651194	6.5
	"2016"	"2016"	"Texas"	"48"	1222	27862596	4.4
	"2016"	"2016"	"Utah"	"49"	48	3051217	1.6
	"2016"	"2016"	"Virginia"	"51"	353	8411808	4.2
	"2016"	"2016"	"Washington"	"53"	146	7288000	2.0
	"2016"	"2016"	"West Virginia"	"54"	78	1831102	4.3
	"2016"	"2016"	"Wisconsin"	"55"	188	5778708	3.3
	"2016"	"2016"	"Wyoming"	"56"	11	585501	Unreliable
"---"
"Dataset: Underlying Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"ICD-10 113 Cause List: Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"Weekday: All"
"Year/Month: All"
"Group By: Year, State"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 26, 2018 6:29:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Mar 26, 2018 6:29:36 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
